Location	Chao1	Temperature
Non-saline	338.5421687	5.38
Non-saline	499.0147059	5.38
Non-saline	241.875	5.4
Non-saline	480.9354839	5.4
Non-saline	132.4285714	5.4
Non-saline	284.1212121	5.4
Non-saline	235.55	5.4
Non-saline	149.125	5.4
Non-saline	256.0625	5.4
Non-saline	133.0714286	5.4
Non-saline	348.4642857	5.4
Non-saline	298.8484848	5.4
Non-saline	268.7894737	5.4
Non-saline	417.4375	5.4
Non-saline	360.4516129	5.4
Non-saline	421.6764706	5.4
Non-saline	314.7368421	5.4
Non-saline	248.78125	5.4
Non-saline	359.5789474	5.4
Non-saline	605.3809524	5.4
Non-saline	730.0441176	5.4
Non-saline	453.4181818	5.4
Non-saline	457.0465116	5.4
Non-saline	3728.415162	5.4
Non-saline	1231.193548	5.41
Non-saline	1098.37415	5.41
Non-saline	691.1549296	5.41
Non-saline	512.0212766	5.41
Non-saline	429.4	5.41
Non-saline	1295.471831	5.44
Non-saline	1212.9	5.44
Non-saline	477.7142857	5.44
Non-saline	432.2692308	5.44
Non-saline	115.5	5.44
Non-saline	298.6896552	5.44
Non-saline	1015.006803	5.45
Non-saline	754.1832061	5.45
Non-saline	463.9268293	5.46
Non-saline	420	5.46
Non-saline	462.1458333	5.46
Non-saline	331.1818182	5.47
Non-saline	247.1960784	5.47
Non-saline	880.6307692	5.47
Non-saline	426.3863636	5.47
Non-saline	905.966443	5.48
Non-saline	588.0063291	5.48
Non-saline	669.75	5.48
Non-saline	317.7857143	5.48
Non-saline	246.2068966	5.48
Non-saline	176.2727273	5.48
Non-saline	596.96875	5.49
Non-saline	399.8571429	5.49
Non-saline	112.5652174	5.5
Non-saline	68.5	5.5
Non-saline	216.3714286	5.5
Non-saline	327.7755102	5.5
Non-saline	212	5.5
Non-saline	384.6923077	5.5
Non-saline	235.7307692	5.5
Non-saline	482.0810811	5.5
Non-saline	504.0434783	5.5
Non-saline	367.1204819	5.5
Non-saline	3108.514706	5.5
Non-saline	526.8181818	5.52
Non-saline	393.0243902	5.52
Non-saline	850.1543624	5.53
Non-saline	466.1470588	5.53
Non-saline	291	5.53
Non-saline	955.5225225	5.54
Non-saline	851	5.54
Non-saline	284.6875	5.56
Non-saline	299.9607843	5.58
Non-saline	194.8867925	5.58
Non-saline	234.9473684	5.59
Non-saline	1531.369318	5.6
Non-saline	312.0227273	5.6
Non-saline	110.5714286	5.6
Non-saline	219.1176471	5.6
Non-saline	190.8823529	5.6
Non-saline	184.8846154	5.6
Non-saline	210.4642857	5.6
Non-saline	377.6	5.6
Non-saline	259.3333333	5.6
Non-saline	440.8235294	5.6
Non-saline	362.825	5.6
Non-saline	532.9230769	5.6
Non-saline	411.1034483	5.6
Non-saline	311.8958333	5.6
Non-saline	196.2264151	5.6
Non-saline	548.1363636	5.61
Non-saline	253.5774648	5.61
Non-saline	381.326087	5.65
Non-saline	487.6304348	5.65
Non-saline	170.75	5.65
Non-saline	186	5.65
Non-saline	384.3170732	5.65
Non-saline	325.7777778	5.69
Non-saline	404.0714286	5.69
Non-saline	2056.814286	5.7
Non-saline	178.7857143	5.7
Non-saline	403.825	5.7
Non-saline	212.4545455	5.7
Non-saline	272.4347826	5.7
Non-saline	411.9545455	5.7
Non-saline	417.5	5.7
Non-saline	421.5918367	5.71
Non-saline	273.6307692	5.71
Non-saline	541.609375	5.73
Non-saline	450	5.73
Non-saline	526.6521739	5.74
Non-saline	385.12	5.74
Non-saline	272.8571429	5.74
Non-saline	226	5.75
Non-saline	435.1	5.78
Non-saline	239.6	5.78
Non-saline	543.0963855	5.8
Non-saline	303.7567568	5.8
Non-saline	187.4666667	5.8
Non-saline	2964.042596	5.8
Non-saline	3650.526316	5.8
Non-saline	561.2264151	5.8
Non-saline	357.4	5.81
Non-saline	688.1956522	5.83
Non-saline	474.046875	5.83
Non-saline	337.2692308	5.83
Non-saline	345.125	5.83
Non-saline	362.3636364	5.85
Non-saline	594.5227273	5.87
Non-saline	466.7142857	5.87
Non-saline	347.1212121	5.87
Non-saline	426.0222222	5.88
Non-saline	312.0983607	5.88
Non-saline	468.75	5.89
Non-saline	490.1320755	5.9
Non-saline	556.7580645	5.9
Non-saline	342.25	5.9
Non-saline	300.4423077	5.9
Non-saline	336.1081081	5.9
Non-saline	206.2727273	5.9
Non-saline	258.2	5.9
Non-saline	720.7857143	5.9
Non-saline	929.1276596	5.9
Non-saline	398.6851852	5.9
Non-saline	5018.755814	5.9
Non-saline	3720.716216	5.9
Non-saline	1945.033333	5.9
Non-saline	173.2727273	5.91
Non-saline	396.7826087	5.92
Non-saline	320	5.93
Non-saline	723.53125	5.95
Non-saline	696	5.95
Non-saline	249.75	5.95
Non-saline	375.0882353	5.95
Non-saline	406.82	5.97
Non-saline	309.62	5.97
Non-saline	624.35	5.99
Saline	434.2432432	6
Saline	445.0967742	6
Saline	318.6341463	6
Saline	281.0454545	6
Saline	189.8823529	6
Saline	188.5	6
Saline	199.6666667	6
Saline	123.25	6
Saline	117.5882353	6
Saline	505.4782609	6
Saline	430.3225806	6
Saline	429.0357143	6
Saline	492.4347826	6
Saline	145.7692308	6
Saline	185.0526316	6
Saline	133.75	6
Saline	141.7142857	6
Saline	1208	6
Saline	1180.527273	6
Saline	1111.62931	6
Saline	1262.065217	6
Saline	1200.888112	6
Saline	1307.021277	6
Saline	1132.226891	6
Saline	1042.508475	6
Saline	1084.828125	6
Saline	1154.074627	6
Saline	1124.079137	6
Saline	1076.795082	6
Saline	961.3839286	6
Saline	1101.529412	6
Saline	1036.373984	6
Saline	1143.28125	6
Saline	1122.262295	6
Saline	1033.103093	6
Saline	1287.3	6
Saline	1055.28866	6
Saline	1057.886792	6
Saline	1012.230769	6
Saline	1006.391304	6
Saline	698.2222222	6
Saline	899.5263158	6
Saline	1404.109489	6
Saline	926.4845361	6
Non-saline	329.1304348	6
Non-saline	278	6
Non-saline	244.3703704	6
Non-saline	204.7631579	6
Non-saline	455.8653846	6
Non-saline	464.826087	6
Non-saline	205.84	6
Non-saline	254.4	6
Non-saline	429.1538462	6
Non-saline	149.0714286	6
Non-saline	536.2967033	6
Non-saline	253.1153846	6
Non-saline	150.8947368	6
Non-saline	282.0333333	6
Non-saline	210.75	6
Non-saline	217.9130435	6
Non-saline	198.0625	6
Non-saline	234.8823529	6
Non-saline	273	6
Non-saline	567.6315789	6
Non-saline	15	6
Non-saline	5764.614379	6
Non-saline	521.40625	6
Saline	363.0147059	6.008
Non-saline	220.7272727	6.01
Non-saline	351.90625	6.01
Non-saline	24	6.03
Non-saline	560.8421053	6.06
Non-saline	551.3061224	6.07
Non-saline	2946.073171	6.1
Non-saline	390.0181818	6.1
Non-saline	348.6	6.1
Non-saline	519.4677419	6.1
Non-saline	423.2285714	6.1
Non-saline	405.3863636	6.1
Non-saline	338.15	6.1
Non-saline	420.6923077	6.1
Non-saline	276.7659574	6.1
Non-saline	1202.866071	6.1
Non-saline	823.2222222	6.1
Saline	1602.043478	6.1
Non-saline	319.7179487	6.1
Non-saline	4180.457306	6.1
Non-saline	560.4029851	6.13
Non-saline	399.0232558	6.13
Non-saline	158	6.14
Non-saline	536.1587302	6.15
Non-saline	190	6.15
Non-saline	294.6363636	6.16
Non-saline	1931.262295	6.16
Non-saline	47	6.16
Non-saline	614.8783784	6.17
Non-saline	749.220339	6.17
Non-saline	2385.024194	6.2
Non-saline	2132.647059	6.2
Non-saline	1987.657459	6.2
Non-saline	2036.36	6.2
Non-saline	258.1612903	6.2
Non-saline	383.3061224	6.2
Non-saline	347.0882353	6.2
Non-saline	321.483871	6.2
Non-saline	861.6760563	6.2
Non-saline	293.6666667	6.2
Non-saline	1542.47191	6.2
Non-saline	3149.896194	6.2
Non-saline	4783.663551	6.2
Non-saline	416.4680851	6.22
Non-saline	342.7179487	6.22
Non-saline	112.6666667	6.23
Non-saline	88.33333333	6.23
Non-saline	431.8983051	6.26
Non-saline	293.1538462	6.27
Non-saline	447.8723404	6.27
Non-saline	466.6595745	6.27
Non-saline	518	6.27
Non-saline	372.8	6.27
Non-saline	1751.777202	6.3
Non-saline	1737.333333	6.3
Non-saline	336.4285714	6.3
Non-saline	282.5833333	6.3
Non-saline	704.0098039	6.3
Non-saline	193.7	6.3
Non-saline	353.5490196	6.3
Non-saline	365.6363636	6.3
Non-saline	241.8870968	6.3
Non-saline	4101.464891	6.3
Non-saline	267	6.32
Non-saline	1017.259259	6.33
Non-saline	262.5	6.33
Non-saline	320.1818182	6.35
Non-saline	218.5	6.35
Non-saline	877.5777778	6.37
Non-saline	775.3424658	6.39
Non-saline	697.7027027	6.39
Non-saline	526.0810811	6.4
Non-saline	818.9240506	6.4
Non-saline	763.59375	6.4
Non-saline	45.5	6.4
Non-saline	698.12	6.4
Non-saline	3050.610687	6.4
Non-saline	464.3333333	6.43
Non-saline	399.0588235	6.43
Non-saline	269.6363636	6.44
Non-saline	249.8	6.44
Non-saline	434.4418605	6.44
Non-saline	226.3846154	6.46
Non-saline	341.5294118	6.46
Non-saline	315.6603774	6.47
Non-saline	265.5576923	6.47
Non-saline	342.5526316	6.48
Non-saline	716.8627451	6.5
Non-saline	641.76	6.5
Non-saline	625.6785714	6.5
Non-saline	193.0625	6.5
Non-saline	1031.407767	6.5
Non-saline	583.3278689	6.5
Non-saline	369.8333333	6.5
Non-saline	244.44	6.5
Non-saline	1473.270588	6.5
Non-saline	4012.959677	6.5
Non-saline	364.1666667	6.5
Non-saline	281.5531915	6.52
Non-saline	184.8378378	6.52
Non-saline	320.4590164	6.53
Non-saline	367.3225806	6.53
Non-saline	344.0697674	6.53
Non-saline	373.6222222	6.54
Non-saline	416.0714286	6.55
Non-saline	117.516129	6.55
Non-saline	642.6785714	6.56
Non-saline	649.6785714	6.56
Non-saline	200	6.56
Non-saline	343.4473684	6.56
Non-saline	640.1886792	6.57
Non-saline	354.1395349	6.57
Non-saline	250.8888889	6.57
Non-saline	274.4102564	6.58
Non-saline	858.8677686	6.6
Non-saline	124.2307692	6.6
Non-saline	6183.7	6.6
Non-saline	3513.740554	6.6
Non-saline	286.3030303	6.61
Non-saline	395.0967742	6.61
Non-saline	858.0373832	6.62
Non-saline	363.1111111	6.7
Non-saline	444.1754386	6.7
Non-saline	340.5	6.7
Non-saline	257.0416667	6.7
Non-saline	109.8666667	6.7
Non-saline	35.5	6.7
Non-saline	397.4347826	6.7
Non-saline	348.1956522	6.7
Non-saline	1401.348837	6.7
Non-saline	558.8791209	6.7
Non-saline	4998.621951	6.7
Non-saline	164.5	6.7
Non-saline	3744.066667	6.7
Non-saline	1730.158537	6.7
Non-saline	3719.398798	6.7
Non-saline	1373.254237	6.71
Non-saline	193.5714286	6.73
Non-saline	403.9655172	6.75
Non-saline	461.8653846	6.76
Non-saline	981.6101695	6.76
Non-saline	324.5	6.78
Non-saline	544.3235294	6.8
Non-saline	413.1818182	6.8
Non-saline	512.9367089	6.8
Non-saline	501.1081081	6.8
Non-saline	4547.073746	6.8
Non-saline	2385.78852	6.8
Non-saline	2341.202532	6.8
Non-saline	1039.208333	6.85
Non-saline	470.0952381	6.87
Non-saline	346.5	6.87
Non-saline	741.5857143	6.88
Non-saline	723.0222222	6.88
Non-saline	614.5555556	6.9
Non-saline	280.1212121	6.9
Non-saline	1128.2	6.9
Non-saline	825.6973684	6.9
Non-saline	298.4444444	6.9
Non-saline	184.8837209	6.9
Saline	1313.5	6.9
Non-saline	5046.652074	6.9
Non-saline	801.7941176	6.9
Saline	144.1538462	6.9
Non-saline	359	6.92
Non-saline	241.7254902	6.92
Non-saline	226.3846154	6.93
Non-saline	177	6.93
Non-saline	405.0377358	6.95
Non-saline	794.5405405	6.96
Non-saline	287.0789474	6.96
Non-saline	599.5	6.99
Non-saline	387.9827586	6.99
Non-saline	372.7843137	7
Non-saline	405.5833333	7
Non-saline	188.9166667	7
Non-saline	824.8208955	7
Non-saline	178.3529412	7
Non-saline	186.1111111	7
Non-saline	161.4285714	7
Non-saline	99.05882353	7
Non-saline	82	7
Non-saline	592.0588235	7
Non-saline	2042.007519	7
Non-saline	2522.415385	7
Non-saline	2590.372807	7
Non-saline	4731.509804	7
Non-saline	36	7
Non-saline	441.3846154	7.03
Non-saline	342.2461538	7.03
Saline	211.15	7.0334
Non-saline	463.775	7.04
Non-saline	432.42	7.05
Non-saline	434.6666667	7.05
Non-saline	416.5609756	7.05
Non-saline	289.6363636	7.07
Non-saline	410.625	7.09
Non-saline	2382.058824	7.1
Non-saline	2836.343066	7.1
Non-saline	171.1111111	7.1
Non-saline	123	7.1
Non-saline	755.6162791	7.1
Non-saline	110.7692308	7.1
Non-saline	493.25	7.1
Non-saline	211.6363636	7.1
Non-saline	159.5	7.1
Non-saline	261	7.1
Non-saline	3222.073482	7.1
Non-saline	2212.527273	7.1
Non-saline	1074.902439	7.1
Non-saline	5115.95288	7.1
Non-saline	3682.751613	7.1
Non-saline	437.7631579	7.1
Non-saline	451.0285714	7.1
Non-saline	339.25	7.11
Non-saline	193.7142857	7.16
Non-saline	604.6153846	7.16
Non-saline	432.0178571	7.16
Non-saline	603.1829268	7.17
Non-saline	672	7.17
Non-saline	270.0333333	7.18
Non-saline	208.4418605	7.18
Non-saline	212.5625	7.2
Non-saline	3029.780347	7.2
Non-saline	616.637931	7.2
Non-saline	3222.036723	7.2
Non-saline	1227.921348	7.2
Non-saline	414.3636364	7.23
Non-saline	290	7.25
Non-saline	365.3076923	7.3
Non-saline	314.34375	7.3
Non-saline	355.65	7.3
Non-saline	352.7826087	7.3
Non-saline	227.1320755	7.3
Non-saline	1281.588235	7.3
Non-saline	2089	7.3
Non-saline	2670.451613	7.3
Non-saline	2518.377273	7.3
Non-saline	3284.955357	7.3
Non-saline	357.0666667	7.32
Non-saline	236.7619048	7.32
Non-saline	321.6	7.34
Non-saline	216.7142857	7.35
Non-saline	163.1666667	7.38
Non-saline	267	7.4
Non-saline	247.5263158	7.4
Non-saline	745.8983051	7.4
Non-saline	456.5185185	7.4
Non-saline	885.5090909	7.4
Saline	122.0714286	7.4
Non-saline	42.25	7.4
Non-saline	1060.721519	7.4
Non-saline	486.4782609	7.4
Non-saline	1282.021739	7.4
Non-saline	3198.327586	7.4
Non-saline	248.0357143	7.43
Non-saline	377.1111111	7.44
Non-saline	423.4545455	7.48
Non-saline	378.8	7.48
Non-saline	362.1351351	7.48
Non-saline	281.5652174	7.48
Non-saline	193.15	7.5
Non-saline	275.2068966	7.5
Non-saline	421.9333333	7.5
Non-saline	618.4137931	7.5
Non-saline	193.9375	7.5
Non-saline	708	7.5
Non-saline	301.375	7.5
Non-saline	226.4285714	7.5
Non-saline	243.0789474	7.5
Non-saline	1571.342857	7.5
Non-saline	506.3088235	7.51
Non-saline	198.125	7.54
Non-saline	258.1	7.57
Saline	310.5	7.59
Saline	477.8	7.59
Saline	475.5	7.59
Non-saline	504.3125	7.59
Non-saline	241.125	7.6
Non-saline	556.1369863	7.6
Non-saline	135.2352941	7.6
Non-saline	221.2068966	7.6
Non-saline	2417.319079	7.6
Non-saline	2095.333333	7.6
Non-saline	1422.612245	7.6
Non-saline	141.5	7.6
Non-saline	2963.569672	7.6
Non-saline	423	7.62
Non-saline	467.7666667	7.64
Non-saline	248.25	7.65
Non-saline	164.25	7.65
Non-saline	446.5	7.7
Non-saline	439.5454545	7.7
Non-saline	438.3414634	7.7
Non-saline	369.06	7.7
Non-saline	449.4772727	7.7
Non-saline	282.1071429	7.7
Non-saline	480.625	7.7
Non-saline	1259.735537	7.7
Saline	184.3636364	7.7
Non-saline	4121.907928	7.7
Non-saline	3023.428571	7.7
Non-saline	2827.906977	7.7
Non-saline	3818.012295	7.7
Non-saline	300	7.72
Non-saline	271.2608696	7.72
Non-saline	502.75	7.8
Non-saline	242.3225806	7.8
Non-saline	296.4	7.8
Non-saline	384.1785714	7.8
Non-saline	222.12	7.8
Non-saline	356.4871795	7.8
Non-saline	252	7.8
Non-saline	30	7.8
Non-saline	5642.697674	7.8
Non-saline	5468.294118	7.8
Non-saline	1485.78022	7.8
Non-saline	5064.392683	7.8
Non-saline	1705.134021	7.8
Non-saline	739.1829268	7.8
Non-saline	468	7.8
Non-saline	6350.432277	7.8
Non-saline	249.0434783	7.8
Non-saline	1738.739837	7.84
Non-saline	349.25	7.85
Non-saline	301.8139535	7.85
Non-saline	359.4385965	7.85
Non-saline	249.32	7.85
Non-saline	414.1707317	7.86
Non-saline	666.1956522	7.87
Non-saline	168.5454545	7.88
Non-saline	884.5607477	7.89
Non-saline	456.9672131	7.9
Non-saline	383.0652174	7.9
Non-saline	437.3888889	7.9
Non-saline	373.5121951	7.9
Non-saline	519.1702128	7.9
Saline	1542.112426	7.9
Non-saline	1120.128205	7.9
Non-saline	5258.947248	7.9
Non-saline	541.625	7.9
Non-saline	3607.258317	7.9
Non-saline	4544.495614	7.9
Non-saline	444.45	7.93
Non-saline	261.3333333	7.93
Non-saline	365.9090909	7.96
Non-saline	1124.521739	7.96
Non-saline	398.0909091	8
Non-saline	481.5178571	8
Non-saline	221.625	8
Non-saline	55.07692308	8
Non-saline	69.27272727	8
Non-saline	85.76923077	8
Non-saline	362.8571429	8
Non-saline	375.5714286	8
Saline	363.3636364	8
Saline	492.5681818	8
Saline	534.0819672	8
Non-saline	330.5294118	8
Non-saline	207	8
Non-saline	1164.764706	8
Non-saline	2360.821918	8
Non-saline	2334.40625	8
Non-saline	529.5	8
Non-saline	1327.011364	8
Non-saline	832.72	8
Non-saline	898.5348837	8.04
Saline	365.483871	8.05
Saline	401.6666667	8.05
Saline	294.7241379	8.05
Saline	332.1632653	8.05
Non-saline	248.047619	8.05
Non-saline	197.5625	8.05
Non-saline	381.5384615	8.05
Non-saline	271.5294118	8.05
Non-saline	184.4285714	8.05
Non-saline	307.7826087	8.05
Non-saline	204.7755102	8.05
Non-saline	5211.364341	8.07
Non-saline	276	8.08
Non-saline	331.7142857	8.1
Non-saline	244.44	8.1
Non-saline	194.75	8.1
Non-saline	235.5769231	8.1
Non-saline	236	8.1
Non-saline	138.5	8.1
Non-saline	379.1290323	8.1
Non-saline	615.9672131	8.1
Non-saline	931.5421687	8.1
Non-saline	655	8.1
Non-saline	4704.815348	8.1
Non-saline	3320.761134	8.1
Non-saline	5682.319149	8.1
Non-saline	2023.975904	8.1
Non-saline	1460.222222	8.1
Non-saline	246.2857143	8.15
Non-saline	156.8823529	8.15
Non-saline	577.0365854	8.2
Non-saline	636.1884058	8.2
Non-saline	253	8.2
Non-saline	334.8965517	8.2
Non-saline	407.1538462	8.2
Non-saline	307.075	8.2
Non-saline	177.7142857	8.2
Non-saline	1982.195804	8.2
Non-saline	4388.678571	8.2
Non-saline	1180.4	8.2
Non-saline	2055.864662	8.2
Non-saline	3598.818182	8.2
Saline	488.9166667	8.22
Saline	491.6315789	8.22
Saline	501.5348837	8.22
Non-saline	375.6896552	8.23
Non-saline	294.6	8.23
Non-saline	503.6382979	8.24
Non-saline	359.8571429	8.25
Non-saline	280.9148936	8.25
Non-saline	240.2	8.26
Non-saline	1549.578947	8.27
Non-saline	580.0483871	8.3
Non-saline	310.9230769	8.3
Non-saline	228.4871795	8.3
Non-saline	4782.596741	8.3
Non-saline	4705.134021	8.3
Non-saline	3472.704663	8.3
Non-saline	152.5416667	8.33
Saline	446.5833333	8.35
Saline	502.65	8.35
Saline	586.8387097	8.35
Non-saline	692.2625	8.36
Non-saline	586.4489796	8.37
Non-saline	737.5	8.39
Non-saline	350.3571429	8.4
Non-saline	5545.974359	8.4
Non-saline	989.125	8.4
Non-saline	1152.629213	8.4
Non-saline	329.0526316	8.4
Non-saline	5007.289256	8.4
Non-saline	5466.588235	8.4
Non-saline	1838.528302	8.4
Non-saline	734.2264151	8.43
Non-saline	825.5081967	8.48
Non-saline	240.5	8.5
Non-saline	189.037037	8.5
Non-saline	394.1578947	8.5
Non-saline	376.0204082	8.5
Saline	190.5714286	8.5
Non-saline	499.4583333	8.5
Non-saline	2012.584746	8.5
Non-saline	1144.228916	8.5
Non-saline	1241.117647	8.5
Non-saline	5212.587703	8.5
Non-saline	1467.240458	8.5
Non-saline	2370.752294	8.5
Non-saline	355.1612903	8.53
Non-saline	504.8571429	8.53
Saline	282.6666667	8.54
Saline	244.3703704	8.54
Saline	228.5714286	8.54
Non-saline	434.3333333	8.56
Non-saline	107.6	8.6
Non-saline	291.8857143	8.6
Non-saline	295.0909091	8.6
Non-saline	362.4545455	8.6
Non-saline	303.5121951	8.6
Non-saline	182.2195122	8.6
Non-saline	319.5526316	8.6
Non-saline	201.8181818	8.6
Non-saline	4473.096998	8.6
Non-saline	2040.844291	8.6
Non-saline	1235.821429	8.6
Non-saline	2409.215569	8.6
Non-saline	5622.181818	8.6
Non-saline	205.7692308	8.61
Non-saline	641.8571429	8.62
Non-saline	189.8	8.63
Non-saline	171.4	8.63
Saline	379.525	8.65
Saline	637.1034483	8.65
Saline	596.0422535	8.65
Saline	428.2368421	8.65
Saline	561.637931	8.65
Saline	567.137931	8.65
Non-saline	295.25	8.65
Non-saline	208.4285714	8.65
Non-saline	322.8846154	8.65
Non-saline	362.5769231	8.65
Non-saline	497.75	8.65
Non-saline	304.037037	8.7
Non-saline	534.5185185	8.7
Non-saline	135.3	8.7
Non-saline	356.4489796	8.7
Saline	117.2142857	8.7
Non-saline	333.1818182	8.7
Non-saline	1812.033708	8.7
Non-saline	447.372093	8.7
Non-saline	4628.316742	8.7
Non-saline	1563.015748	8.7
Non-saline	230.7142857	8.73
Non-saline	141.3076923	8.73
Non-saline	368.8717949	8.75
Non-saline	229.4	8.75
Non-saline	371.2285714	8.77
Non-saline	426.359375	8.79
Non-saline	402.296875	8.8
Non-saline	199.625	8.8
Non-saline	679.0854701	8.8
Non-saline	845.7073171	8.8
Non-saline	74.3	8.8
Non-saline	126.3	8.8
Non-saline	112.3333333	8.8
Non-saline	228.5652174	8.8
Saline	131.3	8.8
Saline	138.3157895	8.8
Saline	121.1538462	8.8
Non-saline	435.0833333	8.8
Non-saline	380	8.8
Non-saline	425.6923077	8.8
Non-saline	76	8.8
Non-saline	5807.726872	8.8
Non-saline	4983.583721	8.8
Saline	268.4	8.8
Non-saline	4463.468271	8.8
Non-saline	396.0238095	8.81
Non-saline	384.7142857	8.81
Non-saline	348.3076923	8.82
Non-saline	510.5	8.82
Non-saline	220	8.83
Non-saline	137.6666667	8.83
Non-saline	356.1612903	8.83
Non-saline	282.1818182	8.85
Non-saline	357.1081081	8.88
Saline	487	8.8974
Non-saline	3031.319502	8.9
Non-saline	341.7777778	8.9
Non-saline	412	8.9
Saline	152.75	8.9
Saline	194	8.9
Saline	149.4615385	8.9
Saline	139.4545455	8.9
Non-saline	4469.089021	8.9
Non-saline	1164.606667	8.9
Non-saline	1130.857143	8.9
Non-saline	3644.812057	8.9
Saline	162.2352941	8.92
Saline	194.3846154	8.92
Saline	270.5	8.92
Saline	368.037037	8.94
Saline	583	8.94
Saline	599.7580645	8.94
Non-saline	486.5138889	8.96
Saline	243.75	8.9626
Non-saline	559.6851852	8.99
Saline	154.3636364	9
Saline	127.0833333	9
Saline	192.1052632	9
Saline	152.7894737	9
Saline	152.4615385	9
Saline	103.6666667	9
Saline	166.0666667	9
Saline	141.3125	9
Non-saline	307.5	9
Non-saline	1255.540541	9
Non-saline	1800.468468	9
Non-saline	4737.743421	9
Non-saline	1293.444444	9
Non-saline	2243.586735	9
Non-saline	63	9
Non-saline	3252.595041	9
Non-saline	246	9
Non-saline	2835.889868	9
Non-saline	735.3469388	9
Non-saline	529.3333333	9.01
Non-saline	309.9	9.02
Non-saline	559.5	9.06
Non-saline	481.65	9.06
Non-saline	301.625	9.07
Non-saline	256.7837838	9.08
Saline	228.64	9.09
Saline	333.483871	9.09
Saline	247.1071429	9.09
Non-saline	2066.276382	9.1
Non-saline	316.5121951	9.1
Non-saline	489.4675325	9.1
Saline	118.2	9.1
Saline	129	9.1
Saline	128.5	9.1
Non-saline	515.0526316	9.1
Non-saline	413.1818182	9.1
Non-saline	4958.557522	9.1
Non-saline	3826.265683	9.1
Non-saline	633.0222222	9.1
Non-saline	440.8235294	9.11
Non-saline	448.5185185	9.16
Non-saline	298.8333333	9.16
Non-saline	1899.504545	9.2
Non-saline	2213	9.2
Non-saline	1957.779412	9.2
Non-saline	267.0243902	9.2
Non-saline	345	9.2
Non-saline	221.030303	9.2
Non-saline	541.8730159	9.2
Non-saline	429.0535714	9.2
Non-saline	972.1818182	9.2
Non-saline	222.3846154	9.2
Non-saline	511	9.2
Saline	145.5555556	9.2
Saline	120.6666667	9.2
Non-saline	225.7241379	9.2
Non-saline	807.1612903	9.2
Non-saline	464.6666667	9.2
Non-saline	1232.570248	9.2
Non-saline	4359.142857	9.2
Non-saline	5837.625731	9.2
Non-saline	3747.812169	9.2
Non-saline	5322.421471	9.2
Non-saline	781.9736842	9.22
Non-saline	193.6521739	9.22
Non-saline	208.5	9.22
Non-saline	106.25	9.25
Non-saline	330.2	9.28
Non-saline	1295.846154	9.28
Non-saline	379.8857143	9.29
Non-saline	2099.180995	9.3
Non-saline	1009.243243	9.3
Non-saline	977.3741497	9.3
Non-saline	152.4444444	9.3
Non-saline	107.2727273	9.3
Non-saline	161.1428571	9.3
Non-saline	213.0769231	9.3
Non-saline	347.0526316	9.3
Non-saline	397.75	9.3
Saline	155.55	9.3
Non-saline	5220.807198	9.3
Non-saline	177	9.3
Non-saline	1600.780488	9.3
Non-saline	3461.317961	9.3
Non-saline	447.6382979	9.38
Saline	261.8	9.4
Saline	543.0909091	9.4
Non-saline	223	9.4
Non-saline	302.1818182	9.4
Saline	178.6153846	9.4
Saline	105.6666667	9.4
Non-saline	318.4666667	9.4
Non-saline	220.5348837	9.4
Non-saline	877.0238095	9.4
Non-saline	1736.068493	9.4
Non-saline	1036.384615	9.4
Non-saline	1175.378947	9.4
Non-saline	886.6826923	9.4
Non-saline	301.84375	9.4
Non-saline	3924.54717	9.4
Non-saline	3752.796909	9.4
Saline	193.5882353	9.4
Non-saline	513.0833333	9.44
Non-saline	369.9130435	9.48
Non-saline	364.625	9.48
Non-saline	425.779661	9.5
Non-saline	114.0588235	9.5
Saline	154.8125	9.5
Non-saline	2823.627907	9.5
Non-saline	3949.451247	9.5
Non-saline	3640.072165	9.5
Non-saline	7096.852535	9.5
Non-saline	474.2692308	9.51
Saline	464.7894737	9.5295
Non-saline	826.9180328	9.54
Non-saline	315.875	9.55
Non-saline	558.5121951	9.56
Non-saline	220.375	9.6
Non-saline	529	9.6
Saline	129.0714286	9.6
Saline	115	9.6
Saline	145	9.6
Non-saline	763.4577465	9.6
Non-saline	1305.615385	9.6
Non-saline	1832.649351	9.6
Non-saline	104.5	9.6
Non-saline	4230.933333	9.6
Non-saline	2818.6	9.6
Non-saline	851.5	9.6
Non-saline	367.4594595	9.6
Non-saline	566.8571429	9.6
Non-saline	600.8333333	9.63
Non-saline	374.1612903	9.63
Non-saline	292.9148936	9.63
Non-saline	247.1363636	9.63
Non-saline	212.3870968	9.63
Non-saline	3819.693878	9.67
Non-saline	523.71875	9.67
Saline	372.2432432	9.68
Saline	521.6206897	9.68
Saline	520.6511628	9.68
Saline	592.0821918	9.68
Saline	149.4761905	9.7
Saline	150	9.7
Saline	132.8947368	9.7
Non-saline	618.5666667	9.7
Non-saline	611.0789474	9.7
Non-saline	5092.197279	9.7
Non-saline	3841.876161	9.7
Non-saline	3699.565217	9.7
Non-saline	591.1627907	9.7
Non-saline	1270.181818	9.7
Non-saline	2089.744186	9.7
Non-saline	722.6	9.7
Non-saline	419.0185185	9.72
Non-saline	272.6341463	9.73
Non-saline	224	9.73
Non-saline	442.5789474	9.73
Non-saline	390.375	9.74
Non-saline	302.25	9.75
Saline	317.037037	9.7522
Non-saline	326.0857143	9.78
Non-saline	254.7575758	9.78
